detector,dataset,sample_index,duration,n_onsets,n_segments,n_truncated,mean_window_frames,root,thirds,triads,majmin,mirex,underseg,overseg,seg
spectral-flux,normal_no-sustain,2,20.469333333333335,10,10,5,169.9,0.5902420710706301,0.3721822307102168,0.3721822307102168,0.3184614244423034,0.3721822307102168,0.4500269330591058,0.9973719863539168,0.4500269330591058
spectral-flux,normal_no-sustain,3,20.586666666666666,10,10,5,168.6,0.5239628040057223,0.5239628040057223,0.5239628040057223,0.34853361945636613,0.5239628040057223,0.6437768240343347,0.9972688255950058,0.6437768240343347
spectral-flux,normal_no-sustain,4,19.925333333333334,10,10,6,166.0,0.3654324724239979,0.25433817594834535,0.25433817594834535,0.31196634079940594,0.25433817594834535,0.45315442561205277,0.9374327414581651,0.45315442561205277
spectral-flux,normal_no-sustain,5,19.925333333333334,10,10,5,163.0,0.6882246194172796,0.6882246194172796,0.566538965621534,0.5395894953840634,0.566538965621534,0.5644386194844909,0.9899351413112877,0.5644386194844909
spectral-flux,normal_no-sustain,6,21.482666666666667,10,10,3,180.5,0.6675533569784083,0.6675533569784083,0.6675533569784083,0.5708936668129297,0.6675533569784083,0.7254215667973367,0.9953332088855702,0.7254215667973367
spectral-flux,normal_no-sustain,7,20.405333333333335,10,10,5,167.9,0.3930267596868758,0.3930267596868758,0.3930267596868758,0.17876243314839804,0.3930267596868758,0.6425600209623008,0.9907962398873279,0.6425600209623008
spectral-flux,normal_no-sustain,8,18.186666666666667,10,10,6,157.4,0.3576423392587684,0.2505244562217068,0.2505244562217068,0.2505244562217068,0.2505244562217068,0.4321703286592322,0.9385374112104818,0.4321703286592322
spectral-flux,normal_no-sustain,9,15.904,10,10,8,139.1,0.8876383180524817,0.8876383180524817,0.7304879333965644,0.5614272339540206,0.7304879333965644,0.7109284434608494,0.9960164400885235,0.7109284434608494
spectral-flux,normal_no-sustain,10,14.826666666666666,10,10,9,135.8,0.2846113790214858,0.2846113790214858,0.0,0.0,0.0,0.2609522515791619,1.0,0.2609522515791619
spectral-flux,normal_no-sustain,11,17.642666666666667,10,10,5,157.1,0.8027148805110361,0.8027148805110361,0.8027148805110361,0.8068806880688065,0.8027148805110361,0.6956406015323485,0.9978706819521284,0.6956406015323485
spectral-flux,normal_no-sustain,12,18.421333333333333,10,10,5,158.3,0.4591603053435115,0.45905125408942205,0.45905125408942205,0.5009005403241945,0.45905125408942205,0.6678117048346057,0.8998364231188658,0.6678117048346057
spectral-flux,normal_no-sustain,13,20.341333333333335,10,10,5,173.5,0.5331493981048103,0.4259250135488004,0.4259250135488004,0.3560068866905952,0.4259250135488004,0.5544497544793154,0.9925440541295102,0.5544497544793154
spectral-flux,normal_no-sustain,14,20.82133333333333,10,10,5,174.3,0.36987204218107006,0.36987204218107006,0.36987204218107006,0.5000518564613151,0.36987204218107006,0.6345807613168722,0.9357317386831275,0.6345807613168722
spectral-flux,normal_no-sustain,15,17.226666666666667,10,10,7,146.4,0.19094511129239009,0.19094511129239009,0.19094511129239009,0.09790469126645643,0.19094511129239009,0.4216680262595657,0.9966592860195003,0.4216680262595657
spectral-flux,normal_no-sustain,16,20.170666666666666,10,10,5,173.7,0.6080523971008712,0.5063002859232663,0.5063002859232663,0.5092971328077143,0.5063002859232663,0.6086508411463531,0.9964259591728175,0.6086508411463531
spectral-flux,normal_no-sustain,17,18.784,10,10,6,163.9,0.3674400370647564,0.3674400370647564,0.24567874835168757,0.1854591689302434,0.24567874835168757,0.30639010656117494,0.997790370291172,0.30639010656117494
spectral-flux,normal_no-sustain,18,17.824,10,10,6,157.8,0.41622078287806274,0.41622078287806274,0.35302731624894423,0.3039895058031769,0.35302731624894423,0.4730873932225663,0.9970524734816484,0.4730873932225663
spectral-flux,normal_no-sustain,19,18.005333333333333,10,10,6,151.3,0.4671539634713387,0.4671539634713387,0.3814864412453966,0.2721109558557159,0.3814864412453966,0.6350481717070267,0.9914816054755794,0.6350481717070267
spectral-flux,normal_no-sustain,20,19.21066666666667,10,10,6,164.3,0.31875642970480045,0.31875642970480045,0.31875642970480045,0.44303173664498346,0.31875642970480045,0.5794667922093774,0.9968265592579032,0.5794667922093774
spectral-flux,normal_no-sustain,21,22.986666666666668,11,11,3,174.27272727272728,0.20153821549555842,0.08434015207688172,0.08434015207688172,0.0,0.08434015207688172,0.17451040258210837,0.9981971765458485,0.17451040258210837
spectral-flux,normal_no-sustain,22,19.082666666666668,10,10,6,165.6,0.3492531550032475,0.3483404419637376,0.3483404419637376,0.5524958195467325,0.3483404419637376,0.41400312428694286,0.998648482614572,0.41400312428694286
spectral-flux,normal_no-sustain,23,18.005333333333333,10,10,6,152.1,0.6116622083519095,0.6116622083519095,0.6116622083519095,0.6046725533480499,0.6116622083519095,0.6830695497102096,0.9962104324565314,0.6830695497102096
spectral-flux,normal_no-sustain,24,19.562666666666665,10,10,6,170.4,0.4769633776773333,0.4769633776773333,0.4769633776773333,0.3688371529040865,0.4769633776773333,0.6071190097077406,0.9983734826305066,0.6071190097077406
spectral-flux,normal_no-sustain,25,18.368,10,10,6,158.7,0.6656479106405429,0.6656479106405429,0.5565318634139241,0.6772609819121446,0.5565318634139241,0.6494387745820371,0.9952336771634921,0.6494387745820371
spectral-flux,normal_no-sustain,26,18.602666666666668,12,12,9,137.16666666666666,0.27142085359265267,0.27142085359265267,0.271204754186926,0.3877346103344405,0.271204754186926,0.4957860615883306,0.9585089141004862,0.4957860615883306
spectral-flux,normal_no-sustain,27,20.405333333333335,10,10,5,170.6,0.14452260317772642,0.14452260317772642,0.14452260317772642,0.17928846036492346,0.14452260317772642,0.2994736583206258,0.9942118812205881,0.2994736583206258
spectral-flux,normal_no-sustain,28,18.784,10,10,5,158.5,0.16707682430986512,0.16707682430986512,0.08672159212497325,0.0,0.08672159212497325,0.18599757472002287,0.9975033882587916,0.18599757472002287
spectral-flux,normal_no-sustain,29,18.485333333333333,10,10,6,153.0,0.158471724736785,0.158471724736785,0.158471724736785,0.0,0.158471724736785,0.1870545244039219,0.9956944896703933,0.1870545244039219
spectral-flux,normal_no-sustain,30,20.650666666666666,10,10,5,165.8,0.3965357855300927,0.3965357855300927,0.3965357855300927,0.447759962029757,0.3965357855300927,0.6161630905463922,0.9950534390762094,0.6161630905463922
spectral-flux,normal_no-sustain,31,16.682666666666666,10,10,8,145.9,0.5317043740573153,0.3923981900452489,0.3923981900452489,0.48811777076761287,0.3923981900452489,0.5488788335847159,0.8989441930618401,0.5488788335847159
superflux,normal_sustain,0,12.661333333333333,10,10,10,118.3,0.994912559618442,0.8062268150503447,0.8062268150503447,0.6297620898771578,0.8062268150503447,0.7177530471648119,0.9950450450450452,0.7177530471648119
superflux,normal_sustain,1,11.349333333333334,9,9,8,114.55555555555556,0.8982384583555003,0.8982384583555003,0.8282496896612874,0.8396424815983177,0.8282496896612874,0.62277590589348,0.9839510551516226,0.62277590589348
superflux,normal_sustain,2,11.829333333333333,10,10,10,110.1,0.8851337930251696,0.8851337930251696,0.8851337930251696,0.8719433108727973,0.8851337930251696,0.6737323004455038,0.989841377940467,0.6737323004455038
superflux,normal_sustain,3,12.181333333333333,10,10,10,113.3,0.798790589794566,0.798790589794566,0.798790589794566,0.8372532666110648,0.798790589794566,0.6529434504086591,0.9929865252926884,0.6529434504086591
superflux,normal_sustain,4,12.064,10,10,10,112.7,0.8589615576635048,0.6678870583014366,0.6678870583014366,0.6804680097227371,0.6678870583014366,0.6939035890608533,0.9922061352415821,0.6939035890608533
superflux,normal_sustain,5,11.530666666666667,10,10,10,107.1,0.715172172697081,0.7117636776787276,0.7117636776787276,0.6409884801189148,0.7117636776787276,0.6107032570063509,0.9887840121190934,0.6107032570063509
