detector,dataset,sample_index,duration,n_onsets,n_segments,n_truncated,mean_window_frames,root,thirds,triads,majmin,mirex,underseg,overseg,seg
annotated,normal_sustain,6,11.765333333333333,10,10,10,109.4,0.5481234694458682,0.547696338060254,0.4188735121590067,0.39395544257317366,0.4188735121590067,0.671963095848283,0.996525998063671,0.671963095848283
annotated,normal_sustain,7,12.490666666666666,10,10,10,116.2,0.9007779482624027,0.7802901827774636,0.7802901827774636,0.6854215003866976,0.7802901827774636,0.7064523944116935,1.0,0.7064523944116935
annotated,normal_sustain,8,11.402666666666667,10,10,10,106.0,0.8969824931820182,0.7611213747397437,0.7611213747397437,0.7350786363192342,0.7611213747397437,0.6141462127210349,0.9943403419254567,0.6141462127210349
annotated,normal_sustain,9,11.946666666666667,10,10,10,111.1,0.9933507280531944,0.9933507280531944,0.9933507280531944,0.9930772265863194,0.9933507280531944,0.6922817944617456,0.9970260640237916,0.6922817944617456
annotated,broken_sustain,0,18.901333333333334,10,10,5,162.6,0.6377504070220146,0.5137502654491399,0.5137502654491399,0.4327794718609329,0.5137502654491399,0.643784950803426,0.9981595526297161,0.643784950803426
annotated,broken_sustain,1,20.704,10,10,4,172.2,0.6666343841299052,0.5635401029812924,0.5635401029812924,0.3931091200277023,0.5635401029812924,0.6703791583942666,0.9976756573531549,0.6703791583942666
annotated,broken_sustain,2,20.704,10,10,3,173.9,0.36872256648592827,0.3684159566227731,0.26370061967467084,0.11806119685892226,0.26370061967467084,0.453088690937258,0.9973373353989156,0.453088690937258
annotated,broken_sustain,3,20.405333333333335,10,10,4,172.6,0.9972606334990076,0.9968177419090268,0.9968177419090268,0.9967980844192005,0.9968177419090268,0.7230943359086659,0.999229040565589,0.7230943359086659
annotated,broken_sustain,4,18.122666666666667,10,10,6,161.2,0.753690581635666,0.7534691467375261,0.5057757602598172,0.5313431434673428,0.5057757602598172,0.7393711248892827,0.9977118393858871,0.7393711248892827
annotated,broken_sustain,5,24.842666666666666,10,10,2,181.5,0.6745230984475474,0.6745230984475474,0.6745230984475474,0.8575407879029049,0.6745230984475474,0.7268141092904996,0.9985336454381575,0.7268141092904996
annotated,broken_sustain,6,20.042666666666666,10,10,6,166.4,0.23332832557130218,0.23332832557130218,0.23332832557130218,0.17955905449195841,0.23332832557130218,0.3992688667434524,0.998631211711486,0.3992688667434524
annotated,broken_sustain,7,21.546666666666667,10,10,4,170.3,0.4946216501896413,0.41938693029907365,0.4190294099359572,0.32932895185763794,0.4190294099359572,0.5971367282223463,1.0,0.5971367282223463
annotated,broken_sustain,8,20.88533333333333,10,10,4,169.5,0.7725262044427348,0.7725262044427348,0.7725262044427348,0.7503034781231854,0.7725262044427348,0.6647754591787671,0.999390967080168,0.6647754591787671
annotated,broken_sustain,9,19.562666666666665,10,10,7,163.1,0.8013329915406304,0.8013329915406304,0.8013329915406304,0.5272764477184367,0.8013329915406304,0.7278133811843117,0.9977783474322821,0.7278133811843117
annotated,broken_sustain,10,18.784,10,10,7,161.9,0.6619449789751266,0.6619449789751266,0.6619449789751266,0.5499667521611094,0.6619449789751266,0.6977228992944197,0.9986636732948471,0.6977228992944197
annotated,broken_sustain,11,20.82133333333333,10,10,3,163.9,0.7658313253012046,0.7035823293172689,0.7035823293172689,0.3182786058500505,0.7035823293172689,0.7302168674698796,0.998570281124498,0.7302168674698796
annotated,broken_sustain,12,21.184,10,10,6,172.6,0.6769746411180675,0.6769746411180675,0.6769746411180675,0.7123123465951254,0.6769746411180675,0.6797097324985771,0.9999525706697022,0.6797097324985771
annotated,broken_sustain,13,20.405333333333335,10,10,4,167.5,0.8949033103900359,0.894395280235988,0.894395280235988,0.894395280235988,0.894395280235988,0.7558997050147492,0.9982956407735168,0.7558997050147492
annotated,broken_sustain,14,21.781333333333333,10,10,4,181.5,0.6865044688712074,0.6865044688712074,0.6865044688712074,0.5589896759950652,0.6865044688712074,0.7229453157337995,0.9971178463566818,0.7229453157337995
annotated,broken_sustain,15,19.744,10,10,5,165.9,0.7556503631469348,0.640154400934532,0.6397142228316997,0.7108843537414966,0.6397142228316997,0.6619432170247348,0.997663670069582,0.6619432170247348
annotated,broken_sustain,16,18.730666666666668,10,10,7,161.2,0.9957493927703961,0.9957493927703961,0.9952136019431349,0.9959260074873375,0.9952136019431349,0.6999571367338191,0.9982140305757966,0.6999571367338191
annotated,broken_sustain,17,20.88533333333333,10,10,6,167.8,0.6352032247228753,0.5550330310155637,0.5550330310155637,0.4822536470851266,0.5550330310155637,0.6941951789113361,0.9974247004814689,0.6941951789113361
annotated,broken_sustain,18,19.989333333333335,10,10,6,172.3,0.6243388900046866,0.6243388900046866,0.6243388900046866,0.33151574744495127,0.6243388900046866,0.7044085157662181,0.9986610430474662,0.7044085157662181
annotated,broken_sustain,19,20.650666666666666,10,10,4,167.7,0.5053423992229238,0.38581835842642065,0.38581835842642065,0.3925662122886735,0.38581835842642065,0.4226161567103772,0.9980896875505908,0.4226161567103772
annotated,normal_no-sustain,0,18.549333333333333,10,10,7,161.7,0.49121952978508565,0.49121952978508565,0.3509663926150294,0.19911689397502202,0.3509663926150294,0.4110233665080052,0.9978544641569307,0.4110233665080052
annotated,normal_no-sustain,1,20.469333333333335,10,10,5,173.3,0.09338763227188734,0.09338763227188734,0.09338763227188734,0.10090300235028023,0.09338763227188734,0.3401207006525686,0.9993785061249858,0.3401207006525686
annotated,normal_no-sustain,2,20.469333333333335,10,10,5,169.8,0.5392977816953137,0.32019326510291696,0.32019326510291696,0.1216927295634774,0.32019326510291696,0.3426374810244355,0.9973719863539168,0.3426374810244355
annotated,normal_no-sustain,3,20.586666666666666,10,10,5,168.6,0.5258486149044089,0.5258486149044089,0.5258486149044089,0.34853361945636613,0.5258486149044089,0.6437768240343347,0.9991546364936923,0.6437768240343347
annotated,normal_no-sustain,4,19.925333333333334,10,10,6,166.3,0.3690308044121604,0.2549603174603174,0.2549603174603174,0.3127294476756176,0.2549603174603174,0.4532384987893462,0.9399549367769707,0.4532384987893462
annotated,normal_no-sustain,5,19.925333333333334,10,10,5,163.4,0.6951809658231679,0.6951809658231679,0.5734953120274223,0.5452003226673839,0.5734953120274223,0.5713781631212826,0.9993110864670498,0.5713781631212826
annotated,normal_no-sustain,6,21.482666666666667,10,10,3,182.1,0.6807603758322445,0.6807603758322445,0.6807603758322445,0.5705133830627469,0.6807603758322445,0.7279260780287474,0.9978377201169809,0.7279260780287474
annotated,normal_no-sustain,7,20.405333333333335,10,10,5,168.0,0.39584356883167926,0.39584356883167926,0.39584356883167926,0.17876243314839807,0.39584356883167926,0.6465395827192033,0.9976089875863876,0.6465395827192033
annotated,normal_no-sustain,8,18.186666666666667,10,10,5,157.7,0.35843362408450186,0.24896028854293178,0.24896028854293178,0.24896028854293178,0.24896028854293178,0.43286960362150806,0.9441684148540723,0.43286960362150806
annotated,normal_no-sustain,9,15.904,10,10,8,139.0,0.8917061861102329,0.8917061861102329,0.7321740963220571,0.5612885328894899,0.7321740963220571,0.7117715249235956,0.9992412266835282,0.7117715249235956
annotated,normal_no-sustain,10,14.826666666666666,10,10,9,135.8,0.2846113790214857,0.2846113790214857,0.0,0.0,0.0,0.2609522515791619,1.0,0.2609522515791619
annotated,normal_no-sustain,11,17.642666666666667,10,10,5,156.6,0.6805832810509704,0.6805832810509704,0.6805832810509704,0.8084308430843081,0.6805832810509704,0.6973516606779595,1.0,0.6973516606779595
annotated,normal_no-sustain,12,18.421333333333333,10,10,5,157.4,0.5488004362050163,0.5483278807706289,0.5483278807706289,0.4978653858982055,0.5483278807706289,0.7089058524173029,0.9425663395129044,0.7089058524173029
annotated,normal_no-sustain,13,20.341333333333335,10,10,5,173.3,0.5351529782726511,0.42740306449228954,0.42740306449228954,0.35793282558580647,0.42740306449228954,0.5999408779622604,0.9972573943604146,0.5999408779622604
annotated,normal_no-sustain,14,20.82133333333333,10,10,5,174.4,0.485644933127572,0.485644933127572,0.485644933127572,0.6851275668948351,0.485644933127572,0.6363972479423867,0.9992444701646089,0.6363972479423867
annotated,normal_no-sustain,15,17.226666666666667,10,10,7,146.6,0.1924018179699335,0.1924018179699335,0.1924018179699335,0.09923357438655044,0.1924018179699335,0.4691178184360798,0.9978829196286368,0.4691178184360798
annotated,normal_no-sustain,16,20.170666666666666,10,10,5,174.0,0.6098809761287319,0.5078628898198018,0.5078628898198018,0.5110953030213212,0.5078628898198018,0.6098144823459009,1.0,0.6098144823459009
annotated,normal_no-sustain,17,18.784,10,10,6,163.8,0.2797141737054065,0.2797141737054065,0.157026266082184,0.08888632029127898,0.157026266082184,0.3055704052175774,0.9988239067678819,0.3055704052175774
annotated,normal_no-sustain,18,17.824,10,10,6,156.8,0.4170843893738855,0.4170843893738855,0.3542288557213932,0.3045028089086605,0.3542288557213932,0.4742889326950155,0.9982540129540975,0.4742889326950155
annotated,normal_no-sustain,19,18.005333333333333,10,10,6,152.1,0.47094818286649553,0.47094818286649553,0.38502027303500347,0.27531956735496554,0.38502027303500347,0.6398839415243833,0.999070044265893,0.6398839415243833
annotated,normal_no-sustain,20,19.21066666666667,10,10,6,164.1,0.4662691147495249,0.4662691147495249,0.4662691147495249,0.44618568894145516,0.4662691147495249,0.5807396558037349,0.9996163972729334,0.5807396558037349
annotated,normal_no-sustain,21,22.986666666666668,10,10,2,186.8,0.2015382154955584,0.08434015207688172,0.08434015207688172,0.0,0.08434015207688172,0.17451040258210837,0.9981971765458485,0.17451040258210837
annotated,normal_no-sustain,22,19.082666666666668,10,10,6,165.7,0.3509381636915734,0.35058712021483884,0.35058712021483884,0.5570498452342838,0.35058712021483884,0.41314306776894316,0.9995085391325718,0.41314306776894316
annotated,normal_no-sustain,23,18.005333333333333,10,10,6,151.9,0.613315500074305,0.613315500074305,0.613315500074305,0.6059602649006621,0.613315500074305,0.6837382969237629,0.9977894189329766,0.6837382969237629
annotated,normal_no-sustain,24,19.562666666666665,10,10,6,170.4,0.48977006180766014,0.48977006180766014,0.48977006180766014,0.38493997817388154,0.48977006180766014,0.6075299193589809,0.9996746965261013,0.6075299193589809
annotated,normal_no-sustain,25,18.368,10,10,6,159.1,0.6691044043006057,0.6691044043006057,0.5594062107733448,0.6772609819121446,0.5594062107733448,0.6511488293401735,0.9969437319216286,0.6511488293401735
annotated,normal_no-sustain,26,18.602666666666668,10,10,6,162.1,0.21010264721772026,0.21010264721772026,0.21010264721772026,0.30037846605391233,0.21010264721772026,0.4009724473257701,0.9995497929047362,0.4009724473257701
annotated,normal_no-sustain,27,20.405333333333335,10,10,4,172.5,0.2581861708232902,0.2581861708232902,0.2581861708232902,0.3202945424218384,0.2581861708232902,0.390771803827045,0.9987866266581403,0.390771803827045
annotated,normal_no-sustain,28,18.784,10,10,6,159.0,0.16707682430986512,0.16707682430986512,0.08672159212497324,0.0,0.08672159212497324,0.1839824523860475,0.999518510592767,0.1839824523860475
annotated,normal_no-sustain,29,18.485333333333333,10,10,6,153.0,0.1590506168819421,0.1590506168819421,0.1590506168819421,0.0,0.1590506168819421,0.18495604037772717,0.9977929736965881,0.18495604037772717
annotated,normal_no-sustain,30,20.650666666666666,10,10,5,166.6,0.39809273585364674,0.39809273585364674,0.39809273585364674,0.4481726820611239,0.39809273585364674,0.6189364083102225,0.9998378176746298,0.6189364083102225
annotated,normal_no-sustain,31,16.682666666666666,10,10,8,146.8,0.6023931623931623,0.6023931623931623,0.6023931623931623,0.7813669821240797,0.6023931623931623,0.6688989441930617,0.9074107591754651,0.6688989441930617
