variant,seed,epoch,loss,accuracy,val_loss,val_accuracy,lr
clean,43,1,2.3826539516448975,0.31555089354515076,0.6200934052467346,0.8091921806335449,0.001
clean,43,2,0.12185688316822052,0.9590306878089905,0.0011961936252191663,1.0,0.001
clean,43,3,0.04443801939487457,0.9848326444625854,0.0009563413914293051,1.0,0.001
clean,43,4,0.023469099774956703,0.9930264949798584,0.0004848209791816771,1.0,0.001
clean,43,5,0.02790524996817112,0.9919804930686951,0.000473150605103001,1.0,0.001
clean,43,6,0.017389610409736633,0.9951185584068298,0.0007574139162898064,1.0,0.001
clean,43,7,0.00877208262681961,0.9965132474899292,0.0005856307689100504,1.0,0.000100000005
clean,43,8,0.0056045264936983585,0.9982566237449646,0.0003428064228501171,1.0,0.000100000005
clean,43,9,0.007197005208581686,0.9975592494010925,0.0002777246991172433,1.0,0.000100000005
clean,43,10,0.0044470978900790215,0.9984309673309326,0.00020078205852769315,1.0,0.000100000005
clean,43,11,0.0047625582665205,0.9984309673309326,0.00017728967941366136,1.0,0.000100000005
clean,43,12,0.0033403311390429735,0.9989539980888367,9.968462836695835e-05,1.0,0.000100000005
clean,43,13,0.0029599687550216913,0.9991283416748047,5.461420369101688e-05,1.0,0.000100000005
clean,43,14,0.0048600598238408566,0.9982566237449646,5.363523086998612e-05,1.0,0.000100000005
clean,43,15,0.0029111900366842747,0.9989539980888367,5.196876372792758e-05,1.0,1.0000001e-05
clean,43,16,0.0019105890532955527,0.9993026256561279,4.718449054053053e-05,1.0,1.0000001e-05
clean,43,17,0.002406033920124173,0.999476969242096,4.7650020860601217e-05,1.0,1.0000001e-06
clean,43,18,0.002190405735746026,0.9993026256561279,4.843710485147312e-05,1.0,1.0000001e-06
clean,43,19,0.0051373764872550964,0.9984309673309326,4.786917270394042e-05,1.0,1.0000001e-07
clean,43,20,0.002980211516842246,0.9989539980888367,4.657686804421246e-05,1.0,1.0000001e-07
clean,43,21,0.001977178966626525,0.9991283416748047,4.763750621350482e-05,1.0,1.0000001e-08
clean,43,22,0.002507466124370694,0.9991283416748047,4.5909382606623694e-05,1.0,1.0000001e-08
clean,43,23,0.00232167006470263,0.9991283416748047,4.697470285464078e-05,1.0,1.0000001e-09
clean,43,24,0.002519506961107254,0.9993026256561279,4.8673446144675836e-05,1.0,1.0000001e-09
clean,43,25,0.002495255321264267,0.999476969242096,4.6523397031705827e-05,1.0,1.0000001e-10
clean,43,26,0.0016620513051748276,0.999476969242096,4.579467713483609e-05,1.0,1.0000001e-10
clean,43,27,0.0038836218882352114,0.9984309673309326,4.570840246742591e-05,1.0,1.0000001e-11
clean,43,28,0.0019254086073487997,0.999651312828064,4.724467726191506e-05,1.0,1.0000001e-11
clean,43,29,0.0026973828207701445,0.9987796545028687,4.8755529860500246e-05,1.0,1.0000001e-12
clean,43,30,0.0032922590617090464,0.9989539980888367,4.8100635467562824e-05,1.0,1.0000001e-12
clean,43,31,0.002441135933622718,0.999651312828064,4.736632399726659e-05,1.0,1.0000001e-13
clean,43,32,0.001766496105119586,0.999476969242096,4.8048670578282326e-05,1.0,1.0000001e-13
clean,43,33,0.0027922040317207575,0.9989539980888367,4.635880031855777e-05,1.0,1.00000015e-14
