variant,seed,epoch,loss,accuracy,val_loss,val_accuracy,lr
clean,46,1,2.095097303390503,0.4147489666938782,0.10591178387403488,0.9637883305549622,0.001
clean,46,2,0.0673973336815834,0.9771617650985718,1.2050449186062906e-05,1.0,0.001
clean,46,3,0.027313463389873505,0.9921548366546631,3.740994998224778e-06,1.0,0.001
clean,46,4,0.02977701835334301,0.9905857443809509,6.259299567545895e-08,1.0,0.001
clean,46,5,0.008333669975399971,0.9973849654197693,3.486599453594863e-08,1.0,0.000100000005
clean,46,6,0.006771959364414215,0.9973849654197693,2.971910184612625e-08,1.0,0.000100000005
clean,46,7,0.007685858756303787,0.9973849654197693,2.590047287753805e-08,1.0,1.0000001e-05
clean,46,8,0.009267130866646767,0.9972106218338013,2.2579916603149286e-08,1.0,1.0000001e-05
clean,46,9,0.008802538737654686,0.9980822801589966,2.6730601732083414e-08,1.0,1.0000001e-06
clean,46,10,0.008221969939768314,0.9979079365730286,2.4074163107457025e-08,1.0,1.0000001e-06
clean,46,11,0.005441612564027309,0.9986053109169006,2.4572246459797498e-08,1.0,1.0000001e-07
clean,46,12,0.007412708830088377,0.9973849654197693,2.6066498293175755e-08,1.0,1.0000001e-07
clean,46,13,0.0049232905730605125,0.9984309673309326,2.507032803578113e-08,1.0,1.0000001e-08
clean,46,14,0.0056487699039280415,0.9986053109169006,2.473827542814888e-08,1.0,1.0000001e-08
