variant,seed,fold,epoch,loss,accuracy,val_loss,val_accuracy,lr
clean,46,4,1,2.403024911880493,0.3250995874404907,1.2480107545852661,0.632311999797821,0.001
clean,46,4,2,0.06915542483329773,0.9778884649276733,0.0038987796287983656,0.9986072182655334,0.001
clean,46,4,3,0.034866947680711746,0.9876493811607361,0.004260154440999031,0.9986072182655334,0.001
clean,46,4,4,0.021117202937602997,0.9934263229370117,0.0013438633177429438,1.0,0.001
clean,46,4,5,0.01805148832499981,0.9932270646095276,0.0030155491549521685,1.0,0.001
clean,46,4,6,0.01666232757270336,0.9942231178283691,0.0016062461072579026,1.0,0.001
clean,46,4,7,0.010129589587450027,0.9970119595527649,0.002206451492384076,1.0,0.000100000005
clean,46,4,8,0.0067140934988856316,0.9980079531669617,0.0027229462284594774,1.0,0.000100000005
clean,46,4,9,0.002571642166003585,0.9994024038314819,0.0026786327362060547,1.0,1.0000001e-05
clean,46,4,10,0.002205665921792388,0.9996016025543213,0.0027355218771845102,1.0,1.0000001e-05
