variant,seed,epoch,loss,accuracy,val_loss,val_accuracy,lr
orig,43,1,2.643986940383911,0.24618054926395416,1.2632280588150024,0.675000011920929,0.001
orig,43,2,0.17219996452331543,0.9454861283302307,0.00011998268018942326,1.0,0.001
orig,43,3,0.06171990558505058,0.9784722328186035,4.731072476715781e-05,1.0,0.001
orig,43,4,0.03929787501692772,0.9864583611488342,1.4361296962306369e-05,1.0,0.001
orig,43,5,0.0390004888176918,0.9911458492279053,4.587256262311712e-05,1.0,0.001
orig,43,6,0.04921738803386688,0.9866319298744202,1.7095615476137027e-05,1.0,0.001
orig,43,7,0.018190234899520874,0.9935764074325562,3.9481042222178075e-06,1.0,0.000100000005
orig,43,8,0.012847104109823704,0.995312511920929,1.2855257409682963e-06,1.0,0.000100000005
orig,43,9,0.01013901922851801,0.9967013597488403,1.3298380281412392e-06,1.0,1.0000001e-05
orig,43,10,0.00866630207747221,0.9970486164093018,1.425815867150959e-06,1.0,1.0000001e-05
orig,43,11,0.012579813599586487,0.9951388835906982,1.3898016959501547e-06,1.0,1.0000001e-06
orig,43,12,0.009286746382713318,0.9965277910232544,1.4529854297506972e-06,1.0,1.0000001e-06
orig,43,13,0.007123800925910473,0.9973958134651184,1.4569600352842826e-06,1.0,1.0000001e-07
orig,43,14,0.010138370096683502,0.9965277910232544,1.349424906038621e-06,1.0,1.0000001e-07
