variant,seed,dataset,class,recall
orig,45,thinkpad-2,A#_diminished_4,0.0
orig,45,thinkpad-2,A#_major_4,1.0
orig,45,thinkpad-2,A#_minor_4,0.0
orig,45,thinkpad-2,A_diminished_4,0.025
orig,45,thinkpad-2,A_major_4,1.0
orig,45,thinkpad-2,A_minor_4,1.0
orig,45,thinkpad-2,B_diminished_4,1.0
orig,45,thinkpad-2,B_major_4,0.425
orig,45,thinkpad-2,B_minor_4,0.925
orig,45,thinkpad-2,C#_diminished_4,1.0
orig,45,thinkpad-2,C#_major_4,1.0
orig,45,thinkpad-2,C#_minor_4,0.925
orig,45,thinkpad-2,C_diminished_4,1.0
orig,45,thinkpad-2,C_major_4,1.0
orig,45,thinkpad-2,C_minor_4,1.0
orig,45,thinkpad-2,D#_diminished_4,1.0
orig,45,thinkpad-2,D#_major_4,0.975
orig,45,thinkpad-2,D#_minor_4,1.0
orig,45,thinkpad-2,D_diminished_4,0.225
orig,45,thinkpad-2,D_major_4,0.5
orig,45,thinkpad-2,D_minor_4,0.0
orig,45,thinkpad-2,E_diminished_4,1.0
orig,45,thinkpad-2,E_major_4,1.0
orig,45,thinkpad-2,E_minor_4,1.0
orig,45,thinkpad-2,F#_diminished_4,0.475
orig,45,thinkpad-2,F#_major_4,0.95
orig,45,thinkpad-2,F#_minor_4,1.0
orig,45,thinkpad-2,F_diminished_4,0.0
orig,45,thinkpad-2,F_major_4,1.0
orig,45,thinkpad-2,F_minor_4,1.0
orig,45,thinkpad-2,G#_diminished_4,0.975
orig,45,thinkpad-2,G#_major_4,1.0
orig,45,thinkpad-2,G#_minor_4,1.0
orig,45,thinkpad-2,G_diminished_4,1.0
orig,45,thinkpad-2,G_major_4,0.0
orig,45,thinkpad-2,G_minor_4,1.0
orig,45,flow-2,A#_diminished_4,0.0
orig,45,flow-2,A#_major_4,1.0
orig,45,flow-2,A#_minor_4,0.0
orig,45,flow-2,A_diminished_4,0.0
orig,45,flow-2,A_major_4,1.0
orig,45,flow-2,A_minor_4,1.0
orig,45,flow-2,B_diminished_4,1.0
orig,45,flow-2,B_major_4,0.375
orig,45,flow-2,B_minor_4,1.0
orig,45,flow-2,C#_diminished_4,1.0
orig,45,flow-2,C#_major_4,1.0
orig,45,flow-2,C#_minor_4,1.0
orig,45,flow-2,C_diminished_4,1.0
orig,45,flow-2,C_major_4,1.0
orig,45,flow-2,C_minor_4,1.0
orig,45,flow-2,D#_diminished_4,1.0
orig,45,flow-2,D#_major_4,1.0
orig,45,flow-2,D#_minor_4,1.0
orig,45,flow-2,D_diminished_4,0.75
orig,45,flow-2,D_major_4,0.275
orig,45,flow-2,D_minor_4,0.0
orig,45,flow-2,E_diminished_4,1.0
orig,45,flow-2,E_major_4,0.95
orig,45,flow-2,E_minor_4,1.0
orig,45,flow-2,F#_diminished_4,0.4
orig,45,flow-2,F#_major_4,1.0
orig,45,flow-2,F#_minor_4,1.0
orig,45,flow-2,F_diminished_4,0.0
orig,45,flow-2,F_major_4,1.0
orig,45,flow-2,F_minor_4,1.0
orig,45,flow-2,G#_diminished_4,1.0
orig,45,flow-2,G#_major_4,1.0
orig,45,flow-2,G#_minor_4,1.0
orig,45,flow-2,G_diminished_4,1.0
orig,45,flow-2,G_major_4,0.025
orig,45,flow-2,G_minor_4,1.0
orig,46,thinkpad,A#_diminished_4,1.0
orig,46,thinkpad,A#_major_4,1.0
orig,46,thinkpad,A#_minor_4,1.0
orig,46,thinkpad,A_diminished_4,1.0
orig,46,thinkpad,A_major_4,1.0
orig,46,thinkpad,A_minor_4,1.0
orig,46,thinkpad,B_diminished_4,1.0
orig,46,thinkpad,B_major_4,1.0
orig,46,thinkpad,B_minor_4,1.0
orig,46,thinkpad,C#_diminished_4,1.0
orig,46,thinkpad,C#_major_4,1.0
orig,46,thinkpad,C#_minor_4,1.0
orig,46,thinkpad,C_diminished_4,1.0
orig,46,thinkpad,C_major_4,1.0
orig,46,thinkpad,C_minor_4,1.0
orig,46,thinkpad,D#_diminished_4,1.0
orig,46,thinkpad,D#_major_4,1.0
orig,46,thinkpad,D#_minor_4,1.0
orig,46,thinkpad,D_diminished_4,1.0
orig,46,thinkpad,D_major_4,1.0
orig,46,thinkpad,D_minor_4,1.0
orig,46,thinkpad,E_diminished_4,1.0
orig,46,thinkpad,E_major_4,1.0
orig,46,thinkpad,E_minor_4,1.0
orig,46,thinkpad,F#_diminished_4,1.0
orig,46,thinkpad,F#_major_4,1.0
orig,46,thinkpad,F#_minor_4,1.0
orig,46,thinkpad,F_diminished_4,1.0
orig,46,thinkpad,F_major_4,1.0
orig,46,thinkpad,F_minor_4,1.0
orig,46,thinkpad,G#_diminished_4,1.0
orig,46,thinkpad,G#_major_4,1.0
orig,46,thinkpad,G#_minor_4,1.0
orig,46,thinkpad,G_diminished_4,0.825
orig,46,thinkpad,G_major_4,1.0
orig,46,thinkpad,G_minor_4,1.0
orig,46,vivo,A#_diminished_4,1.0
orig,46,vivo,A#_major_4,1.0
orig,46,vivo,A#_minor_4,1.0
orig,46,vivo,A_diminished_4,1.0
orig,46,vivo,A_major_4,1.0
orig,46,vivo,A_minor_4,1.0
orig,46,vivo,B_diminished_4,1.0
orig,46,vivo,B_major_4,1.0
orig,46,vivo,B_minor_4,1.0
orig,46,vivo,C#_diminished_4,1.0
orig,46,vivo,C#_major_4,1.0
orig,46,vivo,C#_minor_4,1.0
orig,46,vivo,C_diminished_4,1.0
orig,46,vivo,C_major_4,1.0
orig,46,vivo,C_minor_4,1.0
orig,46,vivo,D#_diminished_4,1.0
orig,46,vivo,D#_major_4,1.0
orig,46,vivo,D#_minor_4,0.7
orig,46,vivo,D_diminished_4,1.0
orig,46,vivo,D_major_4,1.0
orig,46,vivo,D_minor_4,1.0
orig,46,vivo,E_diminished_4,1.0
orig,46,vivo,E_major_4,1.0
orig,46,vivo,E_minor_4,1.0
orig,46,vivo,F#_diminished_4,1.0
orig,46,vivo,F#_major_4,1.0
orig,46,vivo,F#_minor_4,1.0
orig,46,vivo,F_diminished_4,1.0
orig,46,vivo,F_major_4,1.0
orig,46,vivo,F_minor_4,1.0
orig,46,vivo,G#_diminished_4,1.0
orig,46,vivo,G#_major_4,1.0
orig,46,vivo,G#_minor_4,1.0
orig,46,vivo,G_diminished_4,0.075
orig,46,vivo,G_major_4,1.0
orig,46,vivo,G_minor_4,0.975
orig,46,flow,A#_diminished_4,1.0
orig,46,flow,A#_major_4,1.0
orig,46,flow,A#_minor_4,1.0
orig,46,flow,A_diminished_4,1.0
orig,46,flow,A_major_4,1.0
orig,46,flow,A_minor_4,1.0
orig,46,flow,B_diminished_4,1.0
orig,46,flow,B_major_4,0.95
orig,46,flow,B_minor_4,1.0
orig,46,flow,C#_diminished_4,1.0
orig,46,flow,C#_major_4,1.0
orig,46,flow,C#_minor_4,1.0
orig,46,flow,C_diminished_4,1.0
orig,46,flow,C_major_4,1.0
orig,46,flow,C_minor_4,1.0
orig,46,flow,D#_diminished_4,1.0
orig,46,flow,D#_major_4,1.0
orig,46,flow,D#_minor_4,1.0
orig,46,flow,D_diminished_4,1.0
orig,46,flow,D_major_4,1.0
orig,46,flow,D_minor_4,1.0
orig,46,flow,E_diminished_4,1.0
orig,46,flow,E_major_4,1.0
orig,46,flow,E_minor_4,1.0
orig,46,flow,F#_diminished_4,1.0
orig,46,flow,F#_major_4,1.0
orig,46,flow,F#_minor_4,1.0
orig,46,flow,F_diminished_4,1.0
orig,46,flow,F_major_4,1.0
orig,46,flow,F_minor_4,1.0
orig,46,flow,G#_diminished_4,0.975
orig,46,flow,G#_major_4,1.0
orig,46,flow,G#_minor_4,1.0
orig,46,flow,G_diminished_4,1.0
orig,46,flow,G_major_4,1.0
orig,46,flow,G_minor_4,1.0
orig,46,thinkpad-2,A#_diminished_4,0.95
orig,46,thinkpad-2,A#_major_4,1.0
orig,46,thinkpad-2,A#_minor_4,0.9
orig,46,thinkpad-2,A_diminished_4,1.0
orig,46,thinkpad-2,A_major_4,1.0
orig,46,thinkpad-2,A_minor_4,1.0
orig,46,thinkpad-2,B_diminished_4,1.0
orig,46,thinkpad-2,B_major_4,0.0
orig,46,thinkpad-2,B_minor_4,0.95
orig,46,thinkpad-2,C#_diminished_4,1.0
orig,46,thinkpad-2,C#_major_4,0.775
orig,46,thinkpad-2,C#_minor_4,1.0
orig,46,thinkpad-2,C_diminished_4,1.0
orig,46,thinkpad-2,C_major_4,1.0
orig,46,thinkpad-2,C_minor_4,1.0
orig,46,thinkpad-2,D#_diminished_4,1.0
orig,46,thinkpad-2,D#_major_4,1.0
orig,46,thinkpad-2,D#_minor_4,1.0
orig,46,thinkpad-2,D_diminished_4,0.9
orig,46,thinkpad-2,D_major_4,0.925
orig,46,thinkpad-2,D_minor_4,0.0
orig,46,thinkpad-2,E_diminished_4,1.0
orig,46,thinkpad-2,E_major_4,1.0
orig,46,thinkpad-2,E_minor_4,1.0
orig,46,thinkpad-2,F#_diminished_4,1.0
orig,46,thinkpad-2,F#_major_4,1.0
orig,46,thinkpad-2,F#_minor_4,0.25
orig,46,thinkpad-2,F_diminished_4,1.0
orig,46,thinkpad-2,F_major_4,1.0
orig,46,thinkpad-2,F_minor_4,1.0
orig,46,thinkpad-2,G#_diminished_4,1.0
orig,46,thinkpad-2,G#_major_4,1.0
orig,46,thinkpad-2,G#_minor_4,1.0
orig,46,thinkpad-2,G_diminished_4,1.0
orig,46,thinkpad-2,G_major_4,1.0
orig,46,thinkpad-2,G_minor_4,1.0
orig,46,flow-2,A#_diminished_4,0.9
orig,46,flow-2,A#_major_4,1.0
orig,46,flow-2,A#_minor_4,0.975
orig,46,flow-2,A_diminished_4,1.0
orig,46,flow-2,A_major_4,1.0
orig,46,flow-2,A_minor_4,1.0
orig,46,flow-2,B_diminished_4,1.0
orig,46,flow-2,B_major_4,0.0
orig,46,flow-2,B_minor_4,1.0
orig,46,flow-2,C#_diminished_4,1.0
orig,46,flow-2,C#_major_4,0.95
orig,46,flow-2,C#_minor_4,1.0
orig,46,flow-2,C_diminished_4,1.0
orig,46,flow-2,C_major_4,1.0
orig,46,flow-2,C_minor_4,1.0
orig,46,flow-2,D#_diminished_4,1.0
orig,46,flow-2,D#_major_4,1.0
orig,46,flow-2,D#_minor_4,1.0
orig,46,flow-2,D_diminished_4,1.0
orig,46,flow-2,D_major_4,0.925
orig,46,flow-2,D_minor_4,0.475
orig,46,flow-2,E_diminished_4,1.0
orig,46,flow-2,E_major_4,1.0
orig,46,flow-2,E_minor_4,1.0
orig,46,flow-2,F#_diminished_4,1.0
orig,46,flow-2,F#_major_4,1.0
orig,46,flow-2,F#_minor_4,0.05
orig,46,flow-2,F_diminished_4,1.0
orig,46,flow-2,F_major_4,1.0
orig,46,flow-2,F_minor_4,1.0
orig,46,flow-2,G#_diminished_4,1.0
orig,46,flow-2,G#_major_4,1.0
orig,46,flow-2,G#_minor_4,1.0
orig,46,flow-2,G_diminished_4,1.0
orig,46,flow-2,G_major_4,1.0
orig,46,flow-2,G_minor_4,1.0
clean,42,thinkpad,A#_diminished_4,1.0
clean,42,thinkpad,A#_major_4,1.0
clean,42,thinkpad,A#_minor_4,1.0
clean,42,thinkpad,A_diminished_4,1.0
clean,42,thinkpad,A_major_4,0.875
clean,42,thinkpad,A_minor_4,1.0
clean,42,thinkpad,B_diminished_4,1.0
clean,42,thinkpad,B_major_4,0.95
clean,42,thinkpad,B_minor_4,1.0
clean,42,thinkpad,C#_diminished_4,0.975
clean,42,thinkpad,C#_major_4,0.925
clean,42,thinkpad,C#_minor_4,1.0
clean,42,thinkpad,C_diminished_4,1.0
clean,42,thinkpad,C_major_4,0.975
clean,42,thinkpad,C_minor_4,1.0
clean,42,thinkpad,D#_diminished_4,1.0
clean,42,thinkpad,D#_major_4,0.925
clean,42,thinkpad,D#_minor_4,1.0
clean,42,thinkpad,D_diminished_4,1.0
clean,42,thinkpad,D_major_4,0.55
clean,42,thinkpad,D_minor_4,1.0
clean,42,thinkpad,E_diminished_4,0.475
clean,42,thinkpad,E_major_4,1.0
clean,42,thinkpad,E_minor_4,1.0
clean,42,thinkpad,F#_diminished_4,1.0
clean,42,thinkpad,F#_major_4,1.0
clean,42,thinkpad,F#_minor_4,1.0
clean,42,thinkpad,F_diminished_4,1.0
clean,42,thinkpad,F_major_4,1.0
clean,42,thinkpad,F_minor_4,1.0
clean,42,thinkpad,G#_diminished_4,1.0
clean,42,thinkpad,G#_major_4,1.0
clean,42,thinkpad,G#_minor_4,1.0
clean,42,thinkpad,G_diminished_4,1.0
clean,42,thinkpad,G_major_4,0.975
clean,42,thinkpad,G_minor_4,1.0
clean,42,vivo,A#_diminished_4,0.1
clean,42,vivo,A#_major_4,1.0
clean,42,vivo,A#_minor_4,1.0
clean,42,vivo,A_diminished_4,0.5
clean,42,vivo,A_major_4,1.0
clean,42,vivo,A_minor_4,1.0
clean,42,vivo,B_diminished_4,1.0
clean,42,vivo,B_major_4,1.0
clean,42,vivo,B_minor_4,1.0
clean,42,vivo,C#_diminished_4,0.0
clean,42,vivo,C#_major_4,0.725
clean,42,vivo,C#_minor_4,1.0
clean,42,vivo,C_diminished_4,1.0
clean,42,vivo,C_major_4,0.9
clean,42,vivo,C_minor_4,0.05
clean,42,vivo,D#_diminished_4,1.0
clean,42,vivo,D#_major_4,0.0
clean,42,vivo,D#_minor_4,0.975
clean,42,vivo,D_diminished_4,1.0
clean,42,vivo,D_major_4,0.825
clean,42,vivo,D_minor_4,0.025
clean,42,vivo,E_diminished_4,0.0
clean,42,vivo,E_major_4,0.025
clean,42,vivo,E_minor_4,1.0
clean,42,vivo,F#_diminished_4,1.0
clean,42,vivo,F#_major_4,1.0
clean,42,vivo,F#_minor_4,0.625
clean,42,vivo,F_diminished_4,0.975
clean,42,vivo,F_major_4,0.0
clean,42,vivo,F_minor_4,1.0
clean,42,vivo,G#_diminished_4,0.75
clean,42,vivo,G#_major_4,0.675
clean,42,vivo,G#_minor_4,1.0
clean,42,vivo,G_diminished_4,0.075
clean,42,vivo,G_major_4,0.25
clean,42,vivo,G_minor_4,0.65
clean,42,flow,A#_diminished_4,1.0
clean,42,flow,A#_major_4,0.775
clean,42,flow,A#_minor_4,1.0
clean,42,flow,A_diminished_4,1.0
clean,42,flow,A_major_4,1.0
clean,42,flow,A_minor_4,1.0
clean,42,flow,B_diminished_4,1.0
clean,42,flow,B_major_4,0.7
clean,42,flow,B_minor_4,1.0
clean,42,flow,C#_diminished_4,0.8
clean,42,flow,C#_major_4,0.25
clean,42,flow,C#_minor_4,1.0
clean,42,flow,C_diminished_4,1.0
clean,42,flow,C_major_4,1.0
clean,42,flow,C_minor_4,1.0
clean,42,flow,D#_diminished_4,1.0
clean,42,flow,D#_major_4,0.3
clean,42,flow,D#_minor_4,1.0
clean,42,flow,D_diminished_4,0.4
clean,42,flow,D_major_4,0.0
clean,42,flow,D_minor_4,0.925
clean,42,flow,E_diminished_4,0.0
clean,42,flow,E_major_4,1.0
clean,42,flow,E_minor_4,1.0
clean,42,flow,F#_diminished_4,1.0
clean,42,flow,F#_major_4,1.0
clean,42,flow,F#_minor_4,0.125
clean,42,flow,F_diminished_4,1.0
clean,42,flow,F_major_4,0.575
clean,42,flow,F_minor_4,1.0
clean,42,flow,G#_diminished_4,1.0
clean,42,flow,G#_major_4,1.0
clean,42,flow,G#_minor_4,1.0
clean,42,flow,G_diminished_4,1.0
clean,42,flow,G_major_4,1.0
clean,42,flow,G_minor_4,1.0
clean,42,thinkpad-2,A#_diminished_4,0.0
clean,42,thinkpad-2,A#_major_4,0.975
clean,42,thinkpad-2,A#_minor_4,0.775
clean,42,thinkpad-2,A_diminished_4,1.0
clean,42,thinkpad-2,A_major_4,1.0
clean,42,thinkpad-2,A_minor_4,1.0
clean,42,thinkpad-2,B_diminished_4,1.0
clean,42,thinkpad-2,B_major_4,1.0
clean,42,thinkpad-2,B_minor_4,0.925
clean,42,thinkpad-2,C#_diminished_4,0.825
clean,42,thinkpad-2,C#_major_4,0.0
clean,42,thinkpad-2,C#_minor_4,0.4
clean,42,thinkpad-2,C_diminished_4,1.0
clean,42,thinkpad-2,C_major_4,1.0
clean,42,thinkpad-2,C_minor_4,1.0
clean,42,thinkpad-2,D#_diminished_4,1.0
clean,42,thinkpad-2,D#_major_4,1.0
clean,42,thinkpad-2,D#_minor_4,1.0
clean,42,thinkpad-2,D_diminished_4,0.425
clean,42,thinkpad-2,D_major_4,0.0
clean,42,thinkpad-2,D_minor_4,0.025
clean,42,thinkpad-2,E_diminished_4,0.65
clean,42,thinkpad-2,E_major_4,1.0
clean,42,thinkpad-2,E_minor_4,1.0
clean,42,thinkpad-2,F#_diminished_4,1.0
clean,42,thinkpad-2,F#_major_4,1.0
clean,42,thinkpad-2,F#_minor_4,1.0
clean,42,thinkpad-2,F_diminished_4,1.0
clean,42,thinkpad-2,F_major_4,1.0
clean,42,thinkpad-2,F_minor_4,1.0
clean,42,thinkpad-2,G#_diminished_4,0.0
clean,42,thinkpad-2,G#_major_4,0.725
clean,42,thinkpad-2,G#_minor_4,0.675
clean,42,thinkpad-2,G_diminished_4,1.0
clean,42,thinkpad-2,G_major_4,0.025
clean,42,thinkpad-2,G_minor_4,0.15
clean,42,flow-2,A#_diminished_4,0.0
clean,42,flow-2,A#_major_4,1.0
clean,42,flow-2,A#_minor_4,0.9
clean,42,flow-2,A_diminished_4,1.0
clean,42,flow-2,A_major_4,1.0
clean,42,flow-2,A_minor_4,1.0
clean,42,flow-2,B_diminished_4,1.0
clean,42,flow-2,B_major_4,0.425
clean,42,flow-2,B_minor_4,1.0
clean,42,flow-2,C#_diminished_4,0.975
clean,42,flow-2,C#_major_4,0.0
clean,42,flow-2,C#_minor_4,0.0
clean,42,flow-2,C_diminished_4,1.0
clean,42,flow-2,C_major_4,1.0
clean,42,flow-2,C_minor_4,1.0
clean,42,flow-2,D#_diminished_4,1.0
clean,42,flow-2,D#_major_4,1.0
clean,42,flow-2,D#_minor_4,1.0
clean,42,flow-2,D_diminished_4,0.75
clean,42,flow-2,D_major_4,0.0
clean,42,flow-2,D_minor_4,0.325
clean,42,flow-2,E_diminished_4,0.4
clean,42,flow-2,E_major_4,1.0
clean,42,flow-2,E_minor_4,1.0
clean,42,flow-2,F#_diminished_4,1.0
clean,42,flow-2,F#_major_4,1.0
clean,42,flow-2,F#_minor_4,1.0
clean,42,flow-2,F_diminished_4,0.8
clean,42,flow-2,F_major_4,1.0
clean,42,flow-2,F_minor_4,0.975
clean,42,flow-2,G#_diminished_4,0.0
clean,42,flow-2,G#_major_4,0.8
clean,42,flow-2,G#_minor_4,0.0
clean,42,flow-2,G_diminished_4,1.0
clean,42,flow-2,G_major_4,0.025
clean,42,flow-2,G_minor_4,0.225
clean,43,thinkpad,A#_diminished_4,1.0
clean,43,thinkpad,A#_major_4,1.0
clean,43,thinkpad,A#_minor_4,1.0
clean,43,thinkpad,A_diminished_4,1.0
clean,43,thinkpad,A_major_4,1.0
clean,43,thinkpad,A_minor_4,1.0
clean,43,thinkpad,B_diminished_4,1.0
clean,43,thinkpad,B_major_4,1.0
clean,43,thinkpad,B_minor_4,0.025
clean,43,thinkpad,C#_diminished_4,0.975
clean,43,thinkpad,C#_major_4,0.975
clean,43,thinkpad,C#_minor_4,1.0
clean,43,thinkpad,C_diminished_4,0.975
clean,43,thinkpad,C_major_4,0.75
clean,43,thinkpad,C_minor_4,1.0
clean,43,thinkpad,D#_diminished_4,1.0
clean,43,thinkpad,D#_major_4,0.925
clean,43,thinkpad,D#_minor_4,1.0
clean,43,thinkpad,D_diminished_4,1.0
clean,43,thinkpad,D_major_4,0.975
clean,43,thinkpad,D_minor_4,1.0
clean,43,thinkpad,E_diminished_4,1.0
clean,43,thinkpad,E_major_4,1.0
clean,43,thinkpad,E_minor_4,1.0
clean,43,thinkpad,F#_diminished_4,1.0
clean,43,thinkpad,F#_major_4,1.0
clean,43,thinkpad,F#_minor_4,1.0
clean,43,thinkpad,F_diminished_4,1.0
clean,43,thinkpad,F_major_4,1.0
clean,43,thinkpad,F_minor_4,1.0
clean,43,thinkpad,G#_diminished_4,1.0
clean,43,thinkpad,G#_major_4,1.0
clean,43,thinkpad,G#_minor_4,1.0
clean,43,thinkpad,G_diminished_4,0.975
clean,43,thinkpad,G_major_4,1.0
clean,43,thinkpad,G_minor_4,1.0
clean,43,vivo,A#_diminished_4,1.0
clean,43,vivo,A#_major_4,1.0
clean,43,vivo,A#_minor_4,0.625
clean,43,vivo,A_diminished_4,0.5
clean,43,vivo,A_major_4,1.0
clean,43,vivo,A_minor_4,1.0
clean,43,vivo,B_diminished_4,1.0
clean,43,vivo,B_major_4,1.0
clean,43,vivo,B_minor_4,0.0
clean,43,vivo,C#_diminished_4,0.05
clean,43,vivo,C#_major_4,1.0
clean,43,vivo,C#_minor_4,1.0
clean,43,vivo,C_diminished_4,1.0
clean,43,vivo,C_major_4,0.375
clean,43,vivo,C_minor_4,1.0
clean,43,vivo,D#_diminished_4,0.1
clean,43,vivo,D#_major_4,1.0
clean,43,vivo,D#_minor_4,1.0
clean,43,vivo,D_diminished_4,1.0
clean,43,vivo,D_major_4,1.0
clean,43,vivo,D_minor_4,0.8
clean,43,vivo,E_diminished_4,0.0
clean,43,vivo,E_major_4,1.0
clean,43,vivo,E_minor_4,1.0
clean,43,vivo,F#_diminished_4,1.0
clean,43,vivo,F#_major_4,1.0
clean,43,vivo,F#_minor_4,1.0
clean,43,vivo,F_diminished_4,1.0
clean,43,vivo,F_major_4,1.0
clean,43,vivo,F_minor_4,1.0
clean,43,vivo,G#_diminished_4,0.825
clean,43,vivo,G#_major_4,1.0
clean,43,vivo,G#_minor_4,0.925
clean,43,vivo,G_diminished_4,0.025
clean,43,vivo,G_major_4,1.0
clean,43,vivo,G_minor_4,0.3
clean,43,flow,A#_diminished_4,1.0
clean,43,flow,A#_major_4,1.0
clean,43,flow,A#_minor_4,1.0
clean,43,flow,A_diminished_4,1.0
clean,43,flow,A_major_4,1.0
clean,43,flow,A_minor_4,1.0
clean,43,flow,B_diminished_4,1.0
clean,43,flow,B_major_4,0.975
clean,43,flow,B_minor_4,0.075
clean,43,flow,C#_diminished_4,0.0
clean,43,flow,C#_major_4,1.0
clean,43,flow,C#_minor_4,1.0
clean,43,flow,C_diminished_4,1.0
clean,43,flow,C_major_4,1.0
clean,43,flow,C_minor_4,1.0
clean,43,flow,D#_diminished_4,1.0
clean,43,flow,D#_major_4,1.0
clean,43,flow,D#_minor_4,1.0
clean,43,flow,D_diminished_4,1.0
clean,43,flow,D_major_4,1.0
clean,43,flow,D_minor_4,1.0
clean,43,flow,E_diminished_4,0.0
clean,43,flow,E_major_4,1.0
clean,43,flow,E_minor_4,1.0
clean,43,flow,F#_diminished_4,1.0
clean,43,flow,F#_major_4,1.0
clean,43,flow,F#_minor_4,1.0
clean,43,flow,F_diminished_4,1.0
clean,43,flow,F_major_4,1.0
clean,43,flow,F_minor_4,1.0
clean,43,flow,G#_diminished_4,0.925
clean,43,flow,G#_major_4,1.0
clean,43,flow,G#_minor_4,0.225
clean,43,flow,G_diminished_4,1.0
clean,43,flow,G_major_4,1.0
clean,43,flow,G_minor_4,1.0
clean,43,thinkpad-2,A#_diminished_4,0.925
clean,43,thinkpad-2,A#_major_4,1.0
clean,43,thinkpad-2,A#_minor_4,1.0
clean,43,thinkpad-2,A_diminished_4,0.45
clean,43,thinkpad-2,A_major_4,1.0
clean,43,thinkpad-2,A_minor_4,1.0
clean,43,thinkpad-2,B_diminished_4,0.725
clean,43,thinkpad-2,B_major_4,0.975
clean,43,thinkpad-2,B_minor_4,1.0
clean,43,thinkpad-2,C#_diminished_4,0.0
clean,43,thinkpad-2,C#_major_4,0.975
clean,43,thinkpad-2,C#_minor_4,0.95
clean,43,thinkpad-2,C_diminished_4,1.0
clean,43,thinkpad-2,C_major_4,0.675
clean,43,thinkpad-2,C_minor_4,1.0
clean,43,thinkpad-2,D#_diminished_4,1.0
clean,43,thinkpad-2,D#_major_4,1.0
clean,43,thinkpad-2,D#_minor_4,1.0
clean,43,thinkpad-2,D_diminished_4,0.85
clean,43,thinkpad-2,D_major_4,0.625
clean,43,thinkpad-2,D_minor_4,0.45
clean,43,thinkpad-2,E_diminished_4,1.0
clean,43,thinkpad-2,E_major_4,1.0
clean,43,thinkpad-2,E_minor_4,1.0
clean,43,thinkpad-2,F#_diminished_4,1.0
clean,43,thinkpad-2,F#_major_4,1.0
clean,43,thinkpad-2,F#_minor_4,1.0
clean,43,thinkpad-2,F_diminished_4,1.0
clean,43,thinkpad-2,F_major_4,1.0
clean,43,thinkpad-2,F_minor_4,1.0
clean,43,thinkpad-2,G#_diminished_4,0.0
clean,43,thinkpad-2,G#_major_4,1.0
clean,43,thinkpad-2,G#_minor_4,1.0
clean,43,thinkpad-2,G_diminished_4,1.0
clean,43,thinkpad-2,G_major_4,1.0
clean,43,thinkpad-2,G_minor_4,1.0
clean,43,flow-2,A#_diminished_4,0.95
clean,43,flow-2,A#_major_4,1.0
clean,43,flow-2,A#_minor_4,1.0
clean,43,flow-2,A_diminished_4,0.3
clean,43,flow-2,A_major_4,1.0
clean,43,flow-2,A_minor_4,1.0
clean,43,flow-2,B_diminished_4,1.0
clean,43,flow-2,B_major_4,0.175
clean,43,flow-2,B_minor_4,0.975
clean,43,flow-2,C#_diminished_4,0.2
clean,43,flow-2,C#_major_4,1.0
clean,43,flow-2,C#_minor_4,0.975
clean,43,flow-2,C_diminished_4,1.0
clean,43,flow-2,C_major_4,1.0
clean,43,flow-2,C_minor_4,1.0
clean,43,flow-2,D#_diminished_4,1.0
clean,43,flow-2,D#_major_4,1.0
clean,43,flow-2,D#_minor_4,1.0
clean,43,flow-2,D_diminished_4,1.0
clean,43,flow-2,D_major_4,0.85
clean,43,flow-2,D_minor_4,1.0
clean,43,flow-2,E_diminished_4,0.875
clean,43,flow-2,E_major_4,1.0
clean,43,flow-2,E_minor_4,1.0
clean,43,flow-2,F#_diminished_4,1.0
clean,43,flow-2,F#_major_4,1.0
clean,43,flow-2,F#_minor_4,1.0
clean,43,flow-2,F_diminished_4,1.0
clean,43,flow-2,F_major_4,1.0
clean,43,flow-2,F_minor_4,1.0
clean,43,flow-2,G#_diminished_4,0.0
clean,43,flow-2,G#_major_4,1.0
clean,43,flow-2,G#_minor_4,0.975
clean,43,flow-2,G_diminished_4,1.0
clean,43,flow-2,G_major_4,1.0
clean,43,flow-2,G_minor_4,0.975
clean,44,thinkpad,A#_diminished_4,1.0
clean,44,thinkpad,A#_major_4,1.0
clean,44,thinkpad,A#_minor_4,1.0
clean,44,thinkpad,A_diminished_4,1.0
clean,44,thinkpad,A_major_4,1.0
clean,44,thinkpad,A_minor_4,1.0
clean,44,thinkpad,B_diminished_4,1.0
clean,44,thinkpad,B_major_4,1.0
clean,44,thinkpad,B_minor_4,1.0
clean,44,thinkpad,C#_diminished_4,1.0
clean,44,thinkpad,C#_major_4,1.0
clean,44,thinkpad,C#_minor_4,1.0
clean,44,thinkpad,C_diminished_4,1.0
clean,44,thinkpad,C_major_4,1.0
clean,44,thinkpad,C_minor_4,1.0
clean,44,thinkpad,D#_diminished_4,1.0
clean,44,thinkpad,D#_major_4,1.0
clean,44,thinkpad,D#_minor_4,1.0
clean,44,thinkpad,D_diminished_4,1.0
clean,44,thinkpad,D_major_4,1.0
clean,44,thinkpad,D_minor_4,1.0
clean,44,thinkpad,E_diminished_4,1.0
clean,44,thinkpad,E_major_4,1.0
clean,44,thinkpad,E_minor_4,1.0
clean,44,thinkpad,F#_diminished_4,1.0
clean,44,thinkpad,F#_major_4,1.0
clean,44,thinkpad,F#_minor_4,1.0
clean,44,thinkpad,F_diminished_4,1.0
clean,44,thinkpad,F_major_4,1.0
