detector,dataset,sample_index,duration,n_onsets,n_segments,n_truncated,mean_window_frames,root,thirds,triads,majmin,mirex,underseg,overseg,seg
annotated,normal_sustain,5,11.530666666666667,10,10,10,107.2,0.994697896638117,0.9943774398415196,0.9943774398415196,0.994574507617986,0.9943774398415196,0.7385072539765776,0.9990094971741538,0.7385072539765776
annotated,normal_sustain,6,11.765333333333333,10,10,10,109.4,0.9946466199669686,0.9939632097499858,0.9939632097499858,0.993044522119832,0.9939632097499858,0.7368870664616436,0.996525998063671,0.7368870664616436
annotated,normal_sustain,7,12.490666666666666,10,10,10,116.2,0.9971466257503565,0.9971466257503565,0.9971466257503565,0.9969450889404484,0.9971466257503565,0.7064523944116935,1.0,0.7064523944116935
annotated,normal_sustain,8,11.402666666666667,10,10,10,106.0,0.991583824521275,0.9907920588839038,0.9907920588839038,0.9901012666471297,0.9907920588839038,0.665347057271048,0.9943403419254567,0.665347057271048
annotated,normal_sustain,9,11.946666666666667,10,10,10,111.1,0.9933507280531944,0.9933507280531944,0.9933507280531944,0.9930772265863194,0.9933507280531944,0.6922817944617456,0.9970260640237916,0.6922817944617456
annotated,broken_sustain,0,18.901333333333334,10,10,5,162.6,0.9954873646209386,0.9954873646209386,0.9954873646209386,0.9974692472047627,0.9954873646209386,0.7257025553903872,0.9981595526297161,0.7257025553903872
annotated,broken_sustain,1,20.704,10,10,4,172.2,0.9294949397123629,0.9287040175617003,0.9287040175617003,0.9907804181275164,0.9287040175617003,0.7464045324681614,0.9976756573531549,0.7464045324681614
annotated,broken_sustain,2,20.704,10,10,3,173.9,0.9961270333075137,0.995642912470953,0.995642912470953,0.9953386716181194,0.995642912470953,0.7169829589465531,0.9973373353989156,0.7169829589465531
annotated,broken_sustain,3,20.405333333333335,10,10,4,172.6,0.9972606334990076,0.9968177419090268,0.9968177419090268,0.9967980844192005,0.9968177419090268,0.7230943359086659,0.999229040565589,0.7230943359086659
annotated,broken_sustain,4,18.122666666666667,10,10,6,161.2,0.9951099793327431,0.9948885444346032,0.9948885444346032,0.9940153488699571,0.9948885444346032,0.7393711248892827,0.9977118393858871,0.7393711248892827
annotated,broken_sustain,5,24.842666666666666,10,10,2,181.5,0.9967847821992628,0.9967847821992628,0.9967847821992628,0.9961912341538286,0.9967847821992628,0.7268141092904996,0.9985336454381575,0.7268141092904996
annotated,broken_sustain,6,20.042666666666666,10,10,6,166.4,0.9971288831021414,0.9971288831021414,0.9971288831021414,0.9986878988489294,0.9971288831021414,0.7048091208039127,0.998631211711486,0.7048091208039127
annotated,broken_sustain,7,21.546666666666667,10,10,4,170.3,0.9978548778213022,0.9978548778213022,0.9974973574581857,0.9975758228734579,0.9974973574581857,0.6958589815332958,1.0,0.6958589815332958
annotated,broken_sustain,8,20.88533333333333,10,10,4,169.5,0.997243324678655,0.997243324678655,0.997243324678655,0.9971851304516104,0.997243324678655,0.7374266756418886,0.999390967080168,0.7374266756418886
annotated,broken_sustain,9,19.562666666666665,10,10,7,163.1,0.9956763223105185,0.9956763223105185,0.9309236947791163,0.9926744423981992,0.9309236947791163,0.7896949500128172,0.9977783474322821,0.7896949500128172
annotated,broken_sustain,10,18.784,10,10,7,161.9,0.9966324567030147,0.9067065782909274,0.9067065782909274,0.8761992970456919,0.9067065782909274,0.6977228992944197,0.9986636732948471,0.6977228992944197
annotated,broken_sustain,11,20.82133333333333,10,10,3,163.9,0.9958393574297186,0.9958393574297186,0.9958393574297186,0.9979080279427697,0.9958393574297186,0.7302168674698796,0.998570281124498,0.7302168674698796
annotated,broken_sustain,12,21.184,10,10,6,172.6,0.9979131094668943,0.9979131094668943,0.9979131094668943,0.9978499533839453,0.9979131094668943,0.727565926769114,0.9999525706697022,0.727565926769114
annotated,broken_sustain,13,20.405333333333335,10,10,4,167.5,0.9964601769911503,0.9959521468371024,0.9959521468371024,0.9959521468371024,0.9959521468371024,0.7558997050147492,0.9982956407735168,0.7558997050147492
annotated,broken_sustain,14,21.781333333333333,10,10,4,181.5,0.995247512609422,0.995247512609422,0.995247512609422,0.9948704629569506,0.995247512609422,0.7229453157337995,0.9971178463566818,0.7229453157337995
annotated,broken_sustain,15,19.744,10,10,5,165.9,0.9956490087527722,0.9952088306499399,0.9952088306499399,0.9941228191957054,0.9952088306499399,0.725227284270405,0.997663670069582,0.725227284270405
annotated,broken_sustain,16,18.730666666666668,10,10,7,161.2,0.9957493927703961,0.9957493927703961,0.9952136019431349,0.9959260074873375,0.9952136019431349,0.6999571367338191,0.9982140305757966,0.6999571367338191
annotated,broken_sustain,17,20.88533333333333,10,10,6,167.8,0.9947374314186541,0.9947374314186541,0.9947374314186541,0.9944105975071267,0.9947374314186541,0.6941951789113361,0.9974247004814689,0.6941951789113361
annotated,broken_sustain,18,19.989333333333335,10,10,6,172.3,0.9973722969806523,0.9973722969806523,0.9973722969806523,0.995709305443819,0.9973722969806523,0.7518075918859208,0.9986610430474662,0.7518075918859208
annotated,broken_sustain,19,20.650666666666666,10,10,4,167.7,0.9959203496843126,0.9959203496843126,0.9959203496843126,0.9971345531949736,0.9959203496843126,0.7223733203820625,0.9980896875505908,0.7223733203820625
annotated,normal_no-sustain,0,18.549333333333333,10,10,7,161.7,0.9953483340545217,0.9949516803692484,0.9949516803692484,0.9943042274128651,0.9949516803692484,0.6874188662916486,0.9978544641569307,0.6874188662916486
annotated,normal_no-sustain,1,20.469333333333335,10,10,5,173.3,0.9961729061380697,0.9961729061380697,0.9961729061380697,0.9959179345809256,0.9961729061380697,0.7022063032563008,0.9993785061249858,0.7022063032563008
annotated,normal_no-sustain,2,20.469333333333335,10,10,5,169.8,0.9959845257333139,0.9959845257333139,0.9959845257333139,0.9983201166036713,0.9959845257333139,0.715342049850644,0.9973719863539168,0.715342049850644
annotated,normal_no-sustain,3,20.586666666666666,10,10,5,168.6,0.9973826245285472,0.9973826245285472,0.9973826245285472,0.9968928826895564,0.9973826245285472,0.6896703082325398,0.9991546364936923,0.6896703082325398
annotated,normal_no-sustain,4,19.925333333333334,10,10,6,166.3,0.9976123217648643,0.9973601022329835,0.9973601022329835,0.9971538175968322,0.9973601022329835,0.6731234866828089,1.0,0.6731234866828089
annotated,normal_no-sustain,5,19.925333333333334,10,10,5,163.4,0.9961689686460331,0.9961689686460331,0.9961689686460331,0.9961279913955368,0.9961689686460331,0.6718083140101492,0.9993110864670498,0.6718083140101492
annotated,normal_no-sustain,6,21.482666666666667,10,10,3,182.1,0.9960487835231161,0.9960487835231161,0.9960487835231161,0.9981570864414218,0.9960487835231161,0.7279260780287474,0.9978377201169809,0.7279260780287474
annotated,normal_no-sustain,7,20.405333333333335,10,10,5,168.0,0.9957584094854411,0.9957584094854411,0.9957584094854411,0.9978257609836558,0.9957584094854411,0.7227244440077298,0.9976089875863876,0.7227244440077298
annotated,normal_no-sustain,8,18.186666666666667,10,10,5,157.7,0.9956387324721211,0.9956387324721211,0.9956387324721211,0.9956387324721211,0.9956387324721211,0.6885282102241361,0.9984358323212249,0.6885282102241361
annotated,normal_no-sustain,9,15.904,10,10,8,139.0,0.9959742860153862,0.9959742860153862,0.9959742860153862,0.9952841638059572,0.9959742860153862,0.7117715249235956,0.9992412266835282,0.7117715249235956
annotated,normal_no-sustain,10,14.826666666666666,10,10,9,135.8,0.9978718105458582,0.9978718105458582,0.9978718105458582,0.9977547364968847,0.9978718105458582,0.6922275804297133,1.0,0.6922275804297133
annotated,normal_no-sustain,11,17.642666666666667,10,10,5,156.6,0.9965778817087776,0.9965778817087776,0.9960075286602406,0.9957495749574955,0.9960075286602406,0.6973516606779595,1.0,0.6973516606779595
annotated,normal_no-sustain,12,18.421333333333333,10,10,5,157.4,0.9974918211559431,0.9970192657215557,0.9970192657215557,0.9961977186311786,0.9970192657215557,0.7445110868774992,0.9989821882951653,0.7445110868774992
annotated,normal_no-sustain,13,20.341333333333335,10,10,5,173.3,0.9953030825573568,0.994793976121266,0.994793976121266,0.9932883947591121,0.994793976121266,0.6687687835640734,0.9972573943604146,0.6687687835640734
annotated,normal_no-sustain,14,20.82133333333333,10,10,5,174.4,0.9972350823045264,0.9972350823045264,0.9972350823045264,0.997096038166355,0.9972350823045264,0.7434092078189298,0.9992444701646089,0.7434092078189298
annotated,normal_no-sustain,15,17.226666666666667,10,10,7,146.6,0.995746416501573,0.9955327661888667,0.9955327661888667,0.9974040422770258,0.9955327661888667,0.6931204599308551,0.9978829196286368,0.6931204599308551
annotated,normal_no-sustain,16,20.170666666666666,10,10,5,174.0,0.9973568721324556,0.9966919343041425,0.9966919343041425,0.9964629399094987,0.9966919343041425,0.733742270097746,1.0,0.733742270097746
annotated,normal_no-sustain,17,18.784,10,10,6,163.8,0.9963648027370896,0.9962935243593855,0.9962935243593855,0.9962048970313432,0.9962935243593855,0.7707152785202609,0.9988239067678819,0.7707152785202609
annotated,normal_no-sustain,18,17.824,10,10,6,156.8,0.9958697080634564,0.9957758377921714,0.9957758377921714,0.9974049676333876,0.9957758377921714,0.7300478738383553,0.9982540129540975,0.7300478738383553
annotated,normal_no-sustain,19,18.005333333333333,10,10,6,152.1,0.996056987687386,0.996056987687386,0.996056987687386,0.9960668633235006,0.996056987687386,0.7485213703827697,0.999070044265893,0.7485213703827697
annotated,normal_no-sustain,20,19.21066666666667,10,10,6,164.1,0.9976635106624121,0.9976635106624121,0.9976635106624121,0.9978316577961762,0.9976635106624121,0.6797614688497149,0.9996163972729334,0.6797614688497149
annotated,normal_no-sustain,21,22.986666666666668,10,10,2,186.8,0.9961035751152209,0.9961035751152209,0.9961035751152209,0.997451315170861,0.9961035751152209,0.6812055654904696,0.9981971765458485,0.6812055654904696
annotated,normal_no-sustain,22,19.082666666666668,10,10,6,165.7,0.9982798869640007,0.9979288434872661,0.9979288434872661,0.997189312270965,0.9979288434872661,0.7123900795113474,0.9995085391325718,0.7123900795113474
annotated,normal_no-sustain,23,18.005333333333333,10,10,6,151.9,0.9952073116362014,0.9952073116362014,0.9952073116362014,0.9934081432425802,0.9952073116362014,0.6837382969237629,0.9977894189329766,0.6837382969237629
annotated,normal_no-sustain,24,19.562666666666665,10,10,6,170.4,0.9971921173831906,0.9971921173831906,0.9971921173831906,0.9972111070692375,0.9971921173831906,0.7084253599739758,0.9996746965261013,0.7084253599739758
annotated,normal_no-sustain,25,18.368,10,10,6,159.1,0.9946515308628497,0.9946515308628497,0.9946515308628497,0.9888888888888888,0.9946515308628497,0.7293565464170715,0.9969437319216286,0.7293565464170715
annotated,normal_no-sustain,26,18.602666666666668,10,10,6,162.1,0.9987574284170718,0.9987574284170718,0.9983792544570503,0.9979660667850985,0.9983792544570503,0.7244732576985413,0.9995497929047362,0.7244732576985413
annotated,normal_no-sustain,27,20.405333333333335,10,10,4,172.5,0.9965730401560989,0.9965730401560989,0.9965730401560989,0.9972539207908709,0.9965730401560989,0.7342712381327168,0.9987866266581403,0.7342712381327168
annotated,normal_no-sustain,28,18.784,10,10,6,159.0,0.9983593694272059,0.9983593694272059,0.9983593694272059,0.9976398833200742,0.9983593694272059,0.7427776588915043,0.999518510592767,0.7427776588915043
annotated,normal_no-sustain,29,18.485333333333333,10,10,6,153.0,0.9956944896703934,0.9956944896703934,0.9956944896703934,0.9969175759817525,0.9956944896703934,0.690817323347444,0.9977929736965881,0.690817323347444
annotated,normal_no-sustain,30,20.650666666666666,10,10,5,166.6,0.9971293728409477,0.9971293728409477,0.9971293728409477,0.9971728677851381,0.9971293728409477,0.7079096320083038,0.9998378176746298,0.7079096320083038
annotated,normal_no-sustain,31,16.682666666666666,10,10,8,146.8,0.9975867269984916,0.9975867269984916,0.9975867269984916,0.9969295478443743,0.9975867269984916,0.7149723479135244,1.0,0.7149723479135244
