detector,dataset,sample_index,duration,n_onsets,n_segments,n_truncated,mean_window_frames,root,thirds,triads,majmin,mirex,underseg,overseg,seg
superflux,normal_no-sustain,24,19.562666666666665,10,10,6,170.4,0.9780163336586368,0.9780163336586368,0.9780163336586368,0.9739299139080877,0.9780163336586368,0.7082541476192923,0.9996746965261013,0.7082541476192923
superflux,normal_no-sustain,25,18.368,10,10,6,159.6,0.9894122141570703,0.9894122141570703,0.9894122141570703,0.9855813953488374,0.9894122141570703,0.7293565464170715,0.9969437319216286,0.7293565464170715
superflux,normal_no-sustain,26,18.602666666666668,14,14,13,122.21428571428571,0.8757788582748063,0.8757788582748063,0.8748244192328472,0.852475476944466,0.8748244192328472,0.7734197730956239,0.9453628669187826,0.7734197730956239
superflux,normal_no-sustain,27,20.405333333333335,10,10,5,171.3,0.9834062997032157,0.9834062997032157,0.9834062997032157,0.9817131465999472,0.9834062997032157,0.7338613147064128,0.9980979553019498,0.7338613147064128
superflux,normal_no-sustain,28,18.784,10,10,6,159.1,0.99322348241672,0.99322348241672,0.99322348241672,0.9925483956510209,0.99322348241672,0.7427776588915043,0.999518510592767,0.7427776588915043
superflux,normal_no-sustain,29,18.485333333333333,10,10,6,153.0,0.9933789210897647,0.9933789210897647,0.9933789210897647,0.9949448246100737,0.9933789210897647,0.690817323347444,0.9977929736965881,0.690817323347444
superflux,normal_no-sustain,30,20.650666666666666,10,10,5,166.9,0.9929775053114711,0.991939538429102,0.991939538429102,0.9918900513836438,0.991939538429102,0.7079096320083038,0.9998378176746298,0.7079096320083038
superflux,normal_no-sustain,31,16.682666666666666,10,10,8,147.3,0.9966616390145803,0.9966616390145803,0.9966616390145803,0.9965509989484751,0.9966616390145803,0.7141880341880341,0.9998592257415786,0.7141880341880341
annotated,normal_sustain,0,12.661333333333333,10,10,10,117.8,0.9957074721780603,0.9957074721780603,0.9953100158982511,0.997615715544498,0.9953100158982511,0.7211446740858505,0.9984366719660838,0.7211446740858505
annotated,normal_sustain,1,11.349333333333334,10,10,10,105.5,0.9927587633741205,0.9927587633741205,0.9927587633741205,0.9928145811426567,0.9927587633741205,0.6922326653661997,0.9974581781639771,0.6922326653661997
annotated,normal_sustain,2,11.829333333333333,10,10,10,110.0,0.9951760733236855,0.9951760733236855,0.9951760733236855,0.9951599126886213,0.9951760733236855,0.6823869924235975,0.9984960699185608,0.6823869924235975
annotated,normal_sustain,3,12.181333333333333,10,10,10,113.3,0.9953611663353215,0.9953611663353215,0.9953611663353215,0.9951070336391434,0.9953611663353215,0.7117296222664016,1.0,0.7117296222664016
annotated,normal_sustain,4,12.064,10,10,10,112.2,0.9925112331502747,0.9925112331502747,0.9925112331502747,0.9914720059325178,0.9925112331502747,0.697204193709436,0.9955067398901647,0.697204193709436
